Datetime,Open,High,Low,Close,Volume,OpenInterest
2023-01-01 13:15:00,1196.32,1196.32,1195.5,1195.93,22.80272739,0
2023-01-01 13:30:00,1195.89,1195.89,1193.56,1194.07,244.64657673,0
2023-01-01 13:45:00,1194.36,1195.36,1194.36,1195.12,11.75985296,0
2023-01-01 14:00:00,1195.09,1195.57,1194.68,1195.44,27.8641138,0
2023-01-01 14:15:00,1195.4,1195.87,1195.33,1195.62,11.61670672,0
2023-01-01 14:30:00,1195.49,1195.49,1194.71,1194.74,22.42946322,0
2023-01-01 14:45:00,1195.08,1195.19,1194.35,1194.5,27.88744999,0
2023-01-01 15:00:00,1194.76,1195.29,1194.66,1195.24,5.25661734,0
2023-01-01 15:15:00,1195.14,1195.71,1194.08,1195.71,23.51026833,0
2023-01-01 15:30:00,1195.42,1196.28,1195.36,1196.28,15.08638802,0
2023-01-01 15:45:00,1196.24,1196.78,1195.63,1196.69,15.64732329,0
2023-01-01 16:00:00,1196.78,1197.73,1195.73,1196.29,112.1354527,0
2023-01-01 16:15:00,1196.42,1198.02,1196.42,1197.71,60.52859575,0
2023-01-01 16:30:00,1197.54,1198.16,1196.64,1196.71,36.15427128,0
2023-01-01 16:45:00,1196.94,1198.01,1196.94,1197.93,89.58845532,0
2023-01-01 17:00:00,1198.55,1198.66,1197.19,1198.34,61.04443502,0
2023-01-01 17:15:00,1198.32,1203.42,1198.19,1200.68,283.51877279,0
2023-01-01 17:30:00,1200.98,1201.72,1200.19,1200.68,76.20906125,0
2023-01-01 17:45:00,1200.34,1201.55,1200.28,1201.54,21.6248613,0
2023-01-01 18:00:00,1201.83,1202.93,1201.21,1201.71,121.96014176,0
2023-01-01 18:15:00,1201.86,1201.88,1200.91,1201.31,31.89191744,0
2023-01-01 18:30:00,1201.3,1201.85,1200.9,1200.95,44.01204723,0
2023-01-01 18:45:00,1200.88,1201.69,1200.57,1201.69,35.8839307,0
2023-01-01 19:00:00,1201.83,1203.13,1201.75,1203.07,91.70970682,0
2023-01-01 19:15:00,1202.8,1204.39,1201.77,1203.55,154.60102437,0
2023-01-01 19:30:00,1203.56,1203.58,1202.37,1202.49,44.02473996,0
2023-01-01 19:45:00,1202.03,1202.63,1201.48,1201.9,38.40047076,0
2023-01-01 20:00:00,1201.76,1202.64,1201.4,1202.64,65.58496073,0
2023-01-01 20:15:00,1202.98,1204.62,1202.54,1203.17,54.03748432,0
2023-01-01 20:30:00,1203.17,1203.62,1202.16,1202.16,23.11999085,0
2023-01-01 20:45:00,1201.94,1202.4,1201.47,1201.67,10.00041965,0
2023-01-01 21:00:00,1201.71,1201.71,1200.6,1201.26,41.47972526,0
2023-01-01 21:15:00,1201.24,1202.04,1201.24,1202.04,9.95599902,0
2023-01-01 21:30:00,1202.04,1202.63,1201.76,1202.6,16.74420003,0
2023-01-01 21:45:00,1202.63,1202.94,1202.46,1202.94,11.73043406,0
2023-01-01 22:00:00,1202.97,1203.07,1202.17,1202.39,37.79866817,0
2023-01-01 22:15:00,1202.34,1202.38,1202.19,1202.23,5.19769529,0
2023-01-01 22:30:00,1202.15,1202.17,1201.72,1201.72,8.88073762,0
2023-01-01 22:45:00,1201.61,1201.61,1200.29,1201.08,12.55509047,0
2023-01-01 23:00:00,1201.07,1202.68,1200.11,1201.53,151.40536411,0
2023-01-01 23:15:00,1201.41,1201.83,1199.93,1200.37,43.34810883,0
2023-01-01 23:30:00,1200.39,1201.43,1199.31,1200.5,186.77413161,0
2023-01-01 23:45:00,1200.35,1201.06,1199.46,1200.32,104.67887887,0
2023-01-02 00:00:00,1200.45,1201.0,1199.28,1199.78,173.75065183,0
2023-01-02 00:15:00,1199.73,1199.77,1197.53,1197.68,232.42586784,0
2023-01-02 00:30:00,1197.86,1198.79,1197.56,1198.56,125.08195379,0
2023-01-02 00:45:00,1198.48,1198.62,1197.53,1197.92,9.92090096,0
2023-01-02 01:00:00,1198.05,1198.25,1194.91,1195.9,261.02415602,0
2023-01-02 01:15:00,1195.23,1196.26,1192.91,1195.49,1008.51088747,0
2023-01-02 01:30:00,1195.47,1196.28,1195.3,1195.77,28.190545,0
2023-01-02 01:45:00,1195.69,1195.78,1194.79,1194.79,32.59098826,0
2023-01-02 02:00:00,1194.67,1196.25,1194.38,1196.13,64.62151554,0
2023-01-02 02:15:00,1196.05,1196.25,1195.46,1196.25,13.73970494,0
2023-01-02 02:30:00,1196.49,1196.84,1196.18,1196.84,15.68141252,0
2023-01-02 02:45:00,1196.78,1197.21,1196.45,1196.65,23.10343063,0
2023-01-02 03:00:00,1196.59,1197.13,1196.59,1196.73,12.4094768,0
2023-01-02 03:15:00,1196.64,1197.09,1196.44,1196.92,8.66635918,0
2023-01-02 03:30:00,1197.07,1197.93,1197.07,1197.39,22.64433232,0
2023-01-02 03:45:00,1197.58,1203.25,1197.58,1202.49,325.09853107,0
2023-01-02 04:00:00,1202.29,1202.69,1200.18,1200.44,93.89820392,0
2023-01-02 04:15:00,1200.78,1201.01,1199.81,1200.97,138.74298923,0
2023-01-02 04:30:00,1201.22,1201.93,1200.26,1200.71,71.63837851,0
2023-01-02 04:45:00,1200.59,1202.06,1200.54,1202.06,25.06399451,0
2023-01-02 05:00:00,1201.86,1201.86,1200.82,1200.82,16.9184941,0
2023-01-02 05:15:00,1200.56,1202.0,1200.12,1201.12,74.14289185,0
2023-01-02 05:30:00,1201.29,1202.55,1201.29,1202.55,12.73896873,0
2023-01-02 05:45:00,1202.55,1203.05,1202.28,1202.62,24.67232175,0
2023-01-02 06:00:00,1202.64,1204.07,1202.39,1202.56,32.93346723,0
2023-01-02 06:15:00,1202.7,1203.67,1202.17,1202.17,22.97917358,0
2023-01-02 06:30:00,1201.87,1202.12,1200.45,1200.75,177.7147368,0
2023-01-02 06:45:00,1200.73,1201.49,1200.68,1201.49,33.31871772,0
2023-01-02 07:00:00,1201.67,1208.19,1201.31,1207.66,148.81535819,0
2023-01-02 07:15:00,1207.17,1220.4,1205.77,1212.75,853.76567489,0
2023-01-02 07:30:00,1213.14,1216.13,1211.94,1214.66,225.04894959,0
2023-01-02 07:45:00,1215.21,1215.45,1212.73,1213.08,118.98341734,0
2023-01-02 08:00:00,1213.13,1214.93,1212.51,1214.4,112.73447961,0
2023-01-02 08:15:00,1214.55,1216.23,1213.52,1215.15,105.05039145,0
2023-01-02 08:30:00,1215.3,1217.23,1215.3,1215.67,41.77078153,0
2023-01-02 08:45:00,1215.86,1216.66,1214.17,1216.07,95.50038893,0
2023-01-02 09:00:00,1216.07,1218.62,1215.73,1216.55,145.61921825,0
2023-01-02 09:15:00,1216.7,1218.58,1216.7,1217.16,319.38581354,0
2023-01-02 09:30:00,1217.16,1219.53,1216.86,1218.34,526.33117377,0
2023-01-02 09:45:00,1218.12,1218.18,1216.81,1217.38,1164.40290589,0
2023-01-02 10:00:00,1217.31,1224.46,1216.63,1219.93,533.10121857,0
2023-01-02 10:15:00,1220.08,1220.72,1217.59,1218.63,170.4595606,0
2023-01-02 10:30:00,1218.59,1219.45,1216.94,1217.27,133.54038057,0
2023-01-02 10:45:00,1217.13,1218.1,1217.13,1217.62,42.1511429,0
2023-01-02 11:00:00,1217.62,1217.78,1216.75,1216.99,77.79836211,0
2023-01-02 11:15:00,1216.95,1216.95,1215.75,1216.14,82.70271657,0
2023-01-02 11:30:00,1216.27,1216.98,1214.16,1216.65,253.11463875,0
2023-01-02 11:45:00,1216.6,1217.23,1216.6,1217.11,39.55176499,0
2023-01-02 12:00:00,1217.27,1217.99,1216.94,1217.3,48.70499834,0
2023-01-02 12:15:00,1217.54,1218.71,1217.13,1217.17,77.90460781,0
2023-01-02 12:30:00,1217.17,1218.08,1216.88,1217.12,51.90487269,0
2023-01-02 12:45:00,1217.08,1217.36,1216.31,1216.51,57.24220879,0
2023-01-02 13:00:00,1216.62,1216.79,1215.49,1216.32,59.58034831,0
2023-01-02 13:15:00,1216.0,1216.5,1215.32,1216.12,57.62293972,0
2023-01-02 13:30:00,1216.05,1216.05,1213.88,1214.1,195.50093654,0
2023-01-02 13:45:00,1214.46,1215.39,1214.4,1215.12,64.77226165,0
2023-01-02 14:00:00,1215.12,1218.57,1215.12,1216.22,473.27711866,0
2023-01-02 14:15:00,1216.31,1217.32,1215.38,1216.03,238.49845805,0
2023-01-02 14:30:00,1216.07,1216.53,1214.75,1216.53,97.85724899,0
2023-01-02 14:45:00,1216.62,1217.04,1216.15,1217.04,58.25866865,0
2023-01-02 15:00:00,1216.82,1217.81,1215.64,1216.94,88.36233522,0
2023-01-02 15:15:00,1217.39,1219.85,1217.33,1218.38,357.14006405,0
2023-01-02 15:30:00,1218.44,1220.88,1218.41,1220.21,188.66447188,0
2023-01-02 15:45:00,1220.21,1220.21,1218.19,1219.16,114.52175129,0
2023-01-02 16:00:00,1219.15,1219.66,1218.28,1218.94,164.03055574,0
2023-01-02 16:15:00,1219.02,1219.15,1218.14,1218.43,23.88884749,0
2023-01-02 16:30:00,1218.27,1218.74,1217.79,1218.38,25.76175265,0
2023-01-02 16:45:00,1218.31,1218.31,1216.12,1216.49,98.46975085,0
2023-01-02 17:00:00,1216.66,1217.51,1215.82,1216.44,109.33739521,0
2023-01-02 17:15:00,1216.56,1217.13,1216.25,1216.69,28.63571818,0
2023-01-02 17:30:00,1216.89,1217.23,1216.02,1216.59,84.61124129,0
2023-01-02 17:45:00,1216.47,1217.28,1216.27,1217.18,62.83070256,0
2023-01-02 18:00:00,1216.94,1217.21,1216.64,1217.21,16.01689995,0
2023-01-02 18:15:00,1217.33,1218.12,1217.22,1217.88,43.21649547,0
2023-01-02 18:30:00,1217.74,1218.21,1217.37,1218.05,30.88452423,0
2023-01-02 18:45:00,1218.03,1219.23,1217.67,1218.18,87.44484545,0
2023-01-02 19:00:00,1218.21,1218.38,1217.81,1218.11,13.29185877,0
2023-01-02 19:15:00,1218.39,1218.5,1217.26,1217.52,72.01381186,0
2023-01-02 19:30:00,1217.54,1218.11,1217.54,1218.11,28.88520367,0
2023-01-02 19:45:00,1218.07,1219.19,1217.79,1218.91,102.40098175,0
2023-01-02 20:00:00,1218.91,1218.92,1216.67,1217.38,112.54182363,0
2023-01-02 20:15:00,1217.23,1218.66,1216.92,1218.36,51.94716813,0
2023-01-02 20:30:00,1218.29,1219.01,1217.6,1218.82,46.19786354,0
2023-01-02 20:45:00,1218.76,1218.76,1218.0,1218.48,215.78023355,0
2023-01-02 21:00:00,1218.37,1219.99,1218.27,1218.97,105.55462388,0
2023-01-02 21:15:00,1219.07,1219.15,1218.14,1218.59,71.16686791,0
2023-01-02 21:30:00,1218.55,1219.38,1218.37,1218.37,41.7172764,0
2023-01-02 21:45:00,1218.64,1223.84,1218.56,1219.7,138.47805749,0
2023-01-02 22:00:00,1219.56,1220.47,1217.46,1217.97,542.42825264,0
2023-01-02 22:15:00,1217.88,1218.19,1217.21,1217.32,207.13880485,0
2023-01-02 22:30:00,1217.52,1218.19,1216.33,1217.12,292.20200921,0
2023-01-02 22:45:00,1217.0,1217.24,1211.4,1215.25,437.8062514,0
2023-01-02 23:00:00,1215.23,1217.22,1212.63,1215.86,466.72403419,0
2023-01-02 23:15:00,1216.08,1216.44,1214.99,1215.82,157.96491729,0
2023-01-02 23:30:00,1215.9,1216.37,1214.35,1215.66,216.97334565,0
2023-01-02 23:45:00,1215.58,1215.58,1213.49,1214.09,998.41282685,0
2023-01-03 00:00:00,1214.0,1215.76,1212.98,1215.65,135.9172203,0
2023-01-03 00:15:00,1215.62,1215.97,1214.34,1214.9,79.31500213,0
2023-01-03 00:30:00,1215.28,1217.08,1215.22,1217.08,71.19250609,0
2023-01-03 00:45:00,1216.85,1216.85,1215.1,1215.37,53.44868412,0
2023-01-03 01:00:00,1215.35,1216.02,1214.06,1214.23,136.59114331,0
2023-01-03 01:15:00,1214.2,1214.42,1211.4,1211.91,157.76758948,0
2023-01-03 01:30:00,1211.96,1214.34,1211.81,1213.89,163.87866806,0
2023-01-03 01:45:00,1213.72,1214.27,1212.8,1214.18,32.12437251,0
2023-01-03 02:00:00,1213.74,1214.97,1213.03,1214.79,64.75946514,0
2023-01-03 02:15:00,1214.61,1214.78,1214.08,1214.43,27.32276183,0
2023-01-03 02:30:00,1214.52,1215.49,1214.46,1215.0,54.99473818,0
2023-01-03 02:45:00,1214.69,1215.5,1213.67,1213.97,47.15678325,0
2023-01-03 03:00:00,1213.74,1214.24,1213.0,1213.7,75.18743027,0
2023-01-03 03:15:00,1213.55,1215.72,1213.26,1215.19,47.25563059,0
2023-01-03 03:30:00,1215.3,1216.36,1214.93,1215.38,56.14017164,0
2023-01-03 03:45:00,1215.57,1216.03,1215.49,1215.64,20.46629597,0
2023-01-03 04:00:00,1215.74,1215.97,1215.22,1215.92,119.11012996,0
2023-01-03 04:15:00,1215.9,1216.08,1214.71,1215.12,258.32640892,0
2023-01-03 04:30:00,1215.09,1215.17,1213.8,1214.0,83.57626086,0
2023-01-03 04:45:00,1213.79,1214.85,1213.39,1213.39,125.59184564,0
2023-01-03 05:00:00,1213.55,1215.97,1213.55,1215.97,51.21954366,0
2023-01-03 05:15:00,1215.82,1216.11,1215.27,1215.35,36.6317089,0
2023-01-03 05:30:00,1215.37,1217.84,1215.29,1216.96,137.09436252,0
2023-01-03 05:45:00,1217.21,1217.93,1217.05,1217.72,20.39071078,0
2023-01-03 06:00:00,1217.91,1219.62,1217.65,1217.97,118.12938034,0
2023-01-03 06:15:00,1217.77,1219.59,1217.74,1219.49,27.51802456,0
2023-01-03 06:30:00,1219.46,1219.78,1217.28,1217.49,74.54066543,0
2023-01-03 06:45:00,1217.48,1217.7,1216.54,1216.84,52.99183284,0
2023-01-03 07:00:00,1216.95,1217.23,1216.09,1216.66,52.18765873,0
2023-01-03 07:15:00,1216.55,1216.55,1215.24,1215.97,47.06818806,0
2023-01-03 07:30:00,1215.99,1216.91,1215.99,1216.91,29.03452131,0
2023-01-03 07:45:00,1216.96,1217.33,1216.66,1216.7,53.41103398,0
2023-01-03 08:00:00,1216.67,1217.2,1215.0,1215.34,500.70251195,0
2023-01-03 08:15:00,1215.34,1215.57,1214.5,1215.33,330.15789667,0
2023-01-03 08:30:00,1215.3,1215.3,1214.15,1214.64,92.61162016,0
2023-01-03 08:45:00,1214.68,1216.28,1214.49,1215.99,45.32144493,0
2023-01-03 09:00:00,1216.18,1216.61,1215.98,1215.99,54.49061929,0
2023-01-03 09:15:00,1216.09,1216.91,1216.08,1216.6,51.47091608,0
2023-01-03 09:30:00,1216.68,1217.91,1216.44,1217.59,55.13197287,0
2023-01-03 09:45:00,1217.64,1218.68,1217.04,1217.56,54.30510455,0
2023-01-03 10:00:00,1217.78,1218.41,1216.97,1217.33,55.10082354,0
2023-01-03 10:15:00,1217.39,1217.52,1216.21,1216.74,127.90247423,0
2023-01-03 10:30:00,1216.66,1217.06,1216.4,1216.86,36.19645499,0
2023-01-03 10:45:00,1216.86,1216.86,1215.73,1215.73,47.68305969,0
2023-01-03 11:00:00,1215.95,1215.98,1215.58,1215.64,24.66250071,0
2023-01-03 11:15:00,1215.76,1216.14,1215.19,1216.14,27.80412983,0
2023-01-03 11:30:00,1216.16,1216.93,1214.55,1214.84,51.40029189,0
2023-01-03 11:45:00,1214.7,1215.34,1214.27,1215.11,73.74458199,0
2023-01-03 12:00:00,1215.0,1215.64,1214.83,1215.37,79.48598618,0
2023-01-03 12:15:00,1215.35,1216.55,1215.16,1215.89,180.39445135,0
2023-01-03 12:30:00,1216.32,1216.56,1216.06,1216.39,34.13884061,0
2023-01-03 12:45:00,1216.41,1216.41,1214.76,1215.49,86.50117305,0
2023-01-03 13:00:00,1215.43,1217.09,1215.43,1216.14,121.7327035,0
2023-01-03 13:15:00,1216.35,1217.28,1215.87,1215.9,78.45419035,0
2023-01-03 13:30:00,1216.04,1217.21,1215.99,1216.58,71.22575919,0
2023-01-03 13:45:00,1216.66,1218.08,1216.21,1216.51,93.19668557,0
2023-01-03 14:00:00,1216.63,1218.68,1216.63,1218.27,73.82173407,0
2023-01-03 14:15:00,1218.22,1218.4,1217.01,1218.31,83.44575162,0
2023-01-03 14:30:00,1218.13,1219.42,1216.45,1217.91,307.00205292,0
2023-01-03 14:45:00,1218.12,1218.16,1205.8,1210.49,802.8424539,0
2023-01-03 15:00:00,1210.23,1211.93,1209.25,1210.04,873.86381599,0
2023-01-03 15:15:00,1210.04,1210.68,1207.61,1209.71,491.08437092,0
2023-01-03 15:30:00,1209.52,1210.5,1207.27,1209.95,285.71635833,0
2023-01-03 15:45:00,1209.96,1212.21,1209.87,1211.74,318.93810567,0
2023-01-03 16:00:00,1212.04,1212.82,1209.27,1209.4,264.10987647,0
2023-01-03 16:15:00,1209.31,1210.39,1207.63,1209.31,292.76454786,0
2023-01-03 16:30:00,1209.21,1210.71,1207.67,1209.72,260.65226672,0
2023-01-03 16:45:00,1209.44,1209.98,1207.46,1207.69,199.56836304,0
2023-01-03 17:00:00,1207.89,1209.9,1207.51,1209.11,242.26986573,0
2023-01-03 17:15:00,1209.25,1209.38,1207.03,1207.92,234.15194686,0
2023-01-03 17:30:00,1208.16,1209.51,1207.82,1207.93,208.79279846,0
2023-01-03 17:45:00,1207.78,1208.73,1206.89,1208.51,139.40559081,0
2023-01-03 18:00:00,1208.51,1208.7,1207.27,1207.54,88.1848649,0
2023-01-03 18:15:00,1207.79,1209.31,1207.24,1209.08,149.73880435,0
2023-01-03 18:30:00,1209.15,1209.23,1207.87,1207.87,87.30920608,0
2023-01-03 18:45:00,1208.03,1208.07,1206.86,1207.69,196.157726,0
2023-01-03 19:00:00,1207.71,1208.08,1204.83,1207.51,490.74571042,0
2023-01-03 19:15:00,1207.39,1208.73,1207.16,1207.94,94.46066191,0
2023-01-03 19:30:00,1208.02,1209.02,1207.12,1208.67,119.80820524,0
2023-01-03 19:45:00,1208.57,1210.46,1208.55,1209.63,342.91477418,0
2023-01-03 20:00:00,1209.57,1211.32,1209.46,1211.14,125.78439956,0
2023-01-03 20:15:00,1211.18,1212.32,1210.51,1211.29,195.54625513,0
2023-01-03 20:30:00,1211.27,1212.46,1210.94,1211.24,148.94643976,0
2023-01-03 20:45:00,1211.18,1211.36,1210.21,1210.9,228.98894534,0
2023-01-03 21:00:00,1210.93,1211.73,1210.42,1211.73,79.96144327,0
2023-01-03 21:15:00,1211.89,1212.2,1211.02,1211.73,137.76459038,0
2023-01-03 21:30:00,1211.59,1212.45,1211.18,1212.08,154.72899816,0
2023-01-03 21:45:00,1212.16,1212.22,1210.57,1211.55,147.02574032,0
2023-01-03 22:00:00,1211.78,1212.17,1210.81,1210.81,34.04265715,0
2023-01-03 22:15:00,1210.9,1211.32,1210.38,1211.32,25.65467687,0
2023-01-03 22:30:00,1211.22,1211.26,1210.38,1211.24,38.10378685,0
2023-01-03 22:45:00,1211.31,1212.94,1211.31,1212.65,22.40124993,0
2023-01-03 23:00:00,1212.48,1216.58,1212.22,1214.68,513.2099507,0
2023-01-03 23:15:00,1214.68,1215.58,1214.31,1214.5,66.17259522,0
2023-01-03 23:30:00,1214.76,1214.87,1214.14,1214.87,32.21033912,0
2023-01-03 23:45:00,1214.87,1215.16,1214.63,1214.67,26.36171553,0
2023-01-04 00:00:00,1214.86,1215.14,1213.93,1214.09,86.05609822,0
2023-01-04 00:15:00,1213.9,1214.81,1213.76,1214.64,113.99962735,0
2023-01-04 00:30:00,1214.64,1214.72,1213.09,1213.11,114.23383418,0
2023-01-04 00:45:00,1212.86,1213.57,1212.77,1213.27,39.15829987,0
2023-01-04 01:00:00,1213.31,1220.62,1213.31,1219.5,882.25666311,0
2023-01-04 01:15:00,1220.08,1230.2,1219.03,1225.94,655.01519956,0
2023-01-04 01:30:00,1226.03,1228.05,1223.72,1224.16,156.78567372,0
2023-01-04 01:45:00,1224.3,1225.49,1223.25,1224.8,79.75717639,0
2023-01-04 02:00:00,1224.73,1229.45,1224.58,1226.4,297.44319983,0
2023-01-04 02:15:00,1226.31,1228.71,1225.92,1227.55,219.28138545,0
2023-01-04 02:30:00,1227.53,1235.59,1227.46,1231.11,561.60130109,0
2023-01-04 02:45:00,1231.68,1233.12,1229.29,1232.86,264.49473708,0
2023-01-04 04:45:00,1251.98,1252.26,1250.0,1250.76,683.16858393,0
2023-01-04 05:00:00,1250.68,1251.21,1247.87,1248.54,315.79395969,0
2023-01-04 05:15:00,1248.57,1249.6,1248.57,1249.07,75.72818726,0
2023-01-04 05:30:00,1248.96,1249.76,1247.34,1247.36,61.60438039,0
2023-01-04 05:45:00,1247.61,1248.36,1247.16,1248.21,66.53816217,0
2023-01-04 06:00:00,1248.27,1248.73,1247.18,1247.77,138.37914209,0
2023-01-04 06:15:00,1247.94,1250.5,1247.94,1249.27,247.3361987,0
2023-01-04 06:30:00,1249.27,1249.4,1248.26,1249.1,54.69784393,0
2023-01-04 06:45:00,1249.34,1251.66,1249.06,1250.52,123.85096588,0
2023-01-04 07:00:00,1250.51,1252.14,1247.39,1250.51,442.26400262,0
2023-01-04 07:15:00,1250.51,1250.79,1249.29,1250.48,71.84214547,0
2023-01-04 07:30:00,1250.66,1252.37,1249.07,1251.87,291.40558032,0
2023-01-04 07:45:00,1252.22,1253.27,1250.48,1252.14,310.64654024,0
2023-01-04 08:00:00,1251.92,1254.13,1251.72,1252.9,357.06126075,0
2023-01-04 08:15:00,1252.85,1261.74,1249.01,1250.51,1345.83211747,0
2023-01-04 08:30:00,1250.41,1250.61,1248.62,1249.7,1660.25006178,0
2023-01-04 08:45:00,1249.76,1251.92,1249.76,1250.81,87.60238445,0
2023-01-04 09:00:00,1250.87,1251.59,1250.26,1251.16,107.29953849,0
2023-01-04 09:15:00,1251.07,1251.83,1250.55,1250.9,81.0484853,0
2023-01-04 09:30:00,1250.97,1251.43,1250.51,1251.42,49.78118442,0
2023-01-04 09:45:00,1251.4,1251.85,1249.34,1249.7,253.37727933,0
2023-01-04 10:00:00,1249.87,1249.87,1249.15,1249.67,45.03089882,0
2023-01-04 10:15:00,1249.79,1250.36,1249.29,1250.17,76.12975962,0
2023-01-04 10:30:00,1250.11,1250.17,1248.78,1248.85,63.11046234,0
2023-01-04 10:45:00,1248.98,1250.13,1248.98,1250.06,85.36268011,0
2023-01-04 11:00:00,1250.16,1250.45,1249.62,1250.28,39.39339828,0
2023-01-04 11:15:00,1250.28,1250.34,1249.88,1250.14,25.63201206,0
2023-01-04 11:30:00,1249.96,1251.13,1249.96,1251.12,127.97666401,0
2023-01-04 11:45:00,1251.09,1253.76,1250.59,1251.77,506.73759696,0
2023-01-04 12:00:00,1251.94,1254.18,1251.83,1253.52,493.83293398,0
2023-01-04 12:15:00,1253.67,1255.62,1252.5,1255.61,877.15042774,0
2023-01-04 12:30:00,1255.6,1256.68,1251.98,1252.56,708.07905935,0
2023-01-04 12:45:00,1252.74,1252.77,1250.63,1251.2,204.14367279,0
2023-01-04 13:00:00,1251.02,1252.85,1250.98,1252.04,83.66860211,0
2023-01-04 13:15:00,1251.91,1253.7,1251.84,1252.56,102.50255966,0
2023-01-04 13:30:00,1252.65,1253.28,1252.31,1253.11,61.06947777,0
2023-01-04 13:45:00,1253.21,1254.04,1252.97,1253.39,115.83532139,0
2023-01-04 14:00:00,1253.31,1253.71,1250.95,1251.08,939.59395122,0
2023-01-04 14:15:00,1250.95,1252.97,1250.28,1252.33,550.06941296,0
2023-01-04 14:30:00,1252.35,1255.45,1250.34,1251.79,685.35391539,0
